City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,tianpeng,30.9866,103.9393,24.26,90,100,3.71,CN,1722710691
368,isfahan,32.6572,51.6776,32.8,13,5,5.41,IR,1722710574
369,tual,-5.6667,132.75,25.33,87,94,9.71,ID,1722710622
370,midvagur,62.0511,-7.1939,12.46,94,75,5.66,FO,1722710693
371,lamarque,-39.423,-65.7021,16.32,25,100,13.89,AR,1722710693
372,huarmey,-10.0681,-78.1522,20.27,69,29,4.71,PE,1722710694
373,kamojimacho-jogejima,34.0667,134.35,26.9,87,0,1.28,JP,1722710694
374,obihiro,42.9172,143.2044,20.12,98,80,1.11,JP,1722710694
375,mount gambier,-37.8333,140.7667,3.55,94,98,2.14,AU,1722710695
376,banda aceh,5.5577,95.3222,26.77,77,100,5.51,ID,1722710542
377,hinton,53.4001,-117.5857,26.87,33,11,2.35,CA,1722710696
378,pimentel,-6.8367,-79.9342,20.16,73,100,3.6,PE,1722710697
379,quelimane,-17.8786,36.8883,21.97,73,0,3.13,MZ,1722710698
380,vilhena,-12.7406,-60.1458,33.12,31,40,5.14,BR,1722710623
381,lihue,21.9789,-159.3672,25.77,81,100,2.57,US,1722710689
382,kidal,18.4411,1.4078,33.2,40,1,5.73,ML,1722710699
383,port alfred,-33.5906,26.891,18.43,42,83,5.11,ZA,1722710699
384,simanggang,1.2472,111.4528,24.99,94,99,0.0,MY,1722710700
385,tinghir,31.5157,-5.5343,33.81,8,13,4.57,MA,1722710700
386,tashtyp,52.7939,89.8983,17.31,91,99,2.0,RU,1722710701
387,gunnedah,-30.9833,150.25,5.48,71,100,1.21,AU,1722710701
388,amursk,50.2261,136.8994,11.85,87,11,2.99,RU,1722710463
389,luanda,-8.8368,13.2343,21.0,83,20,3.6,AO,1722710702
390,maua,-23.6678,-46.4614,28.16,36,0,0.6,BR,1722710703
391,forster,-32.1667,152.5167,8.52,85,55,2.6,AU,1722710703
392,elkins,38.9259,-79.8467,25.0,88,100,2.06,US,1722710704
393,raduzhny,62.0961,77.475,16.79,95,77,2.44,RU,1722710704
394,christchurch,-43.5333,172.6333,-0.73,93,96,1.54,NZ,1722710389
395,vernon,50.2581,-119.2691,34.61,28,0,1.03,CA,1722710705
396,melekeok village,7.4957,134.6367,27.31,83,40,2.06,PW,1722710706
397,malanje,-9.5402,16.341,24.17,14,0,1.39,AO,1722710604
398,acapulco de juarez,16.8634,-99.8901,29.9,74,75,4.12,MX,1722710707
399,magadan,59.5667,150.8,11.12,59,1,1.92,RU,1722710707
400,am timan,11.0297,20.2827,23.61,91,100,1.88,TD,1722710708
401,las palmas de gran canaria,28.0997,-15.4134,28.21,57,0,14.92,ES,1722710708
402,saudarkrokur,65.7461,-19.6394,14.11,65,100,3.8,IS,1722710709
403,bol'sherech'ye,56.0925,74.6272,16.23,92,100,3.3,RU,1722710709
404,san rafael,-34.6177,-68.3301,17.95,20,100,5.72,AR,1722710615
405,san pedro pochutla,15.7333,-96.4667,33.73,51,33,3.93,MX,1722710710
406,hamar,60.7945,11.068,17.35,74,100,1.53,NO,1722710711
407,sechura,-5.5569,-80.8222,24.26,56,36,6.22,PE,1722710558
408,mirabad,30.4362,61.8383,35.34,14,12,8.65,AF,1722710712
409,silver city,32.7701,-108.2803,31.28,30,0,5.66,US,1722710712
410,pahrump,36.2083,-115.9839,38.3,24,5,2.68,US,1722710713
411,laguna,38.421,-121.4238,37.02,26,0,2.57,US,1722710714
412,den burg,53.0542,4.7972,19.98,88,75,5.66,NL,1722710714
413,bayji,34.9311,43.487,35.59,16,0,6.46,IQ,1722710715
414,douglas,41.3,-96.167,34.25,48,0,3.6,US,1722710715
415,chiredzi,-21.05,31.6667,19.34,32,0,2.14,ZW,1722710716
416,arris,35.2588,6.3471,23.02,52,0,5.32,DZ,1722710716
417,kapuskasing,49.4169,-82.4331,24.05,46,75,8.23,CA,1722710716
418,san julian,21.0167,-102.1667,22.74,52,100,3.62,MX,1722710717
419,shakhtinsk,49.71,72.5872,20.7,42,100,3.21,KZ,1722710717
420,tahoua,14.8888,5.2692,22.99,94,40,5.14,NE,1722710718
421,aginskoye,51.1,114.53,16.63,97,100,1.68,RU,1722710718
422,la palma,33.8464,-118.0467,36.06,49,0,4.12,US,1722710719
423,mbengwi,6.0167,10.0,18.6,97,100,1.85,CM,1722710719
424,muroto-misakicho,33.2833,134.15,28.44,82,0,1.69,JP,1722710720
425,wolow,51.3366,16.6443,22.24,65,65,1.69,PL,1722710720
426,zhezqazghan,47.7833,67.7667,25.79,24,0,3.39,KZ,1722710721
427,hilo,19.7297,-155.09,24.23,99,100,3.09,US,1722710644
428,manchester,53.4809,-2.2374,19.07,55,1,4.12,GB,1722710513
429,kyakhta,50.3508,106.4494,13.99,82,94,0.74,RU,1722710722
430,maholi,27.6667,80.4667,27.25,79,48,6.45,IN,1722710722
431,saint-joseph,-21.3667,55.6167,18.21,75,8,2.58,RE,1722710723
432,baikonur,45.6167,63.3167,28.84,26,2,2.67,KZ,1722710723
433,pingliang,35.5392,106.6861,18.91,85,68,0.56,CN,1722710561
434,viedma,-40.8135,-62.9967,15.51,23,98,10.39,AR,1722710428
435,oerlenbach,50.15,10.1333,21.36,95,100,3.22,DE,1722710724
436,angra do heroismo,38.65,-27.2167,26.34,69,20,1.43,PT,1722710476
437,kibre mengist,5.8833,38.9833,15.53,90,100,0.94,ET,1722710725
438,khandyga,62.6667,135.6,11.06,66,100,1.6,RU,1722710726
439,el calafate,-50.3408,-72.2768,2.7,93,100,0.3,AR,1722710726
440,nampa,43.5407,-116.5635,35.23,32,100,1.31,US,1722710724
441,chui,-33.6971,-53.4616,13.69,86,100,5.31,UY,1722710727
442,mili,6.0815,171.735,28.73,68,74,3.29,MH,1722710728
443,lycksele,64.5954,18.6735,16.93,82,75,2.06,SE,1722710728
444,nguru,12.8791,10.4526,25.95,70,49,5.76,NG,1722710729
445,san lorenzo,-25.3333,-57.5333,33.44,41,20,5.14,PY,1722710654
446,san antonio de pale,-1.4014,5.6325,22.88,73,95,5.14,GQ,1722710554
447,tianjin,39.1422,117.1767,26.97,89,75,3.0,CN,1722710730
448,niort,46.3333,-0.3333,22.32,73,0,4.43,FR,1722710730
449,gizo,-8.103,156.8419,27.03,84,100,9.14,SB,1722710731
450,eraan,9.0629,117.7016,25.48,82,100,1.21,PH,1722710731
451,touros,-5.1989,-35.4608,26.12,69,0,8.02,BR,1722710732
452,mana,5.6592,-53.7767,26.63,84,94,4.16,GF,1722710732
453,klaksvik,62.2266,-6.589,12.51,91,0,6.36,FO,1722710732
454,aroma,15.8167,36.1333,30.35,53,100,2.41,SD,1722710733
455,arcos,-20.2819,-45.5394,25.49,43,60,6.4,BR,1722710696
456,puerto madero,14.7208,-92.4215,32.11,66,40,0.0,MX,1722710734
457,macae,-22.3708,-41.7869,22.86,88,100,4.63,BR,1722710615
458,shumikha,55.2261,63.2961,13.55,94,28,3.48,RU,1722710735
459,aldinga beach,-35.2793,138.4604,10.98,79,100,3.62,AU,1722710735
460,sarandi grande,-33.7333,-56.3333,12.66,87,100,4.85,UY,1722710736
461,las vegas,36.175,-115.1372,40.06,24,0,2.57,US,1722710521
462,altamont,42.2068,-121.7372,28.27,46,0,0.89,US,1722710736
463,rafsanjan,30.4067,55.9939,33.87,30,82,3.84,IR,1722710737
464,saint-philippe,-21.3585,55.7679,18.77,75,10,2.61,RE,1722710737
465,birao,10.2849,22.7882,22.58,94,100,2.23,CF,1722710738
466,smithers,54.7804,-127.1743,21.18,40,0,3.09,CA,1722710738
467,tirlyanskiy,54.2109,58.5806,13.07,82,77,2.35,RU,1722710739
468,finnentrop,51.1667,7.9667,20.95,94,100,1.97,DE,1722710739
469,levuka,50.1834,-105.4011,23.9,24,96,3.59,CA,1722710740
470,lovington,32.944,-103.3485,34.47,45,100,0.45,US,1722710740
471,micheweni,-4.9667,39.8333,24.37,77,9,5.88,TZ,1722710740
472,arteche,12.2645,125.4048,24.98,93,91,1.78,PH,1722710741
473,lata,40.1629,-8.3327,21.71,57,0,2.44,PT,1722710741
474,walvis bay,-22.9575,14.5053,13.38,80,5,1.47,NA,1722710621
475,cockburn town,21.4612,-71.1419,28.27,84,94,8.36,TC,1722710742
476,vytegra,61.0064,36.4481,15.01,96,100,0.61,RU,1722710743
477,grand falls-windsor,48.9332,-55.6649,30.84,48,22,1.34,CA,1722710743
478,bom jesus do galho,-19.8289,-42.3161,24.33,52,96,3.72,BR,1722710744
479,kayangel,8.0823,134.7173,28.56,76,100,6.42,PW,1722710745
480,ola,59.5833,151.2833,10.98,60,0,1.47,RU,1722710745
481,thurso,58.5927,-3.5259,14.92,79,100,1.06,GB,1722710745
482,major isidoro,-9.5322,-36.985,26.09,57,58,6.49,BR,1722710746
483,mala,-12.6581,-76.6308,18.98,72,10,3.4,PE,1722710746
484,conde,-7.2597,-34.9075,27.7,57,20,8.23,BR,1722710747
485,al qusayr,34.5091,36.5798,24.63,53,0,3.32,SY,1722710747
486,gebeit,21.0667,36.3167,26.78,56,62,1.3,SD,1722710748
487,svetlyy,54.675,20.1347,18.03,87,9,1.42,RU,1722710749
488,porto velho,-8.7619,-63.9039,34.03,43,40,2.57,BR,1722710523
489,behror,27.8833,76.2833,27.55,82,57,4.22,IN,1722710749
490,kogalym,62.2654,74.4791,17.93,87,74,3.17,RU,1722710750
491,dahlonega,34.5326,-83.9849,30.55,64,28,3.69,US,1722710750
492,carutapera,-1.195,-46.02,29.67,62,12,5.59,BR,1722710751
493,palmer,42.1584,-72.3287,32.03,58,75,4.63,US,1722710751
494,shimoda,34.6667,138.95,25.61,85,5,1.49,JP,1722710752
495,saint-georges,12.0564,-61.7485,31.82,70,20,6.69,GD,1722710677
496,fort abbas,29.1925,72.8536,33.01,58,100,4.05,PK,1722710753
497,caleta de carquin,-11.0925,-77.6267,19.54,70,23,4.03,PE,1722710753
498,sihanoukville,10.6093,103.5296,25.97,89,40,2.06,KH,1722710753
499,port hedland,-20.3167,118.5667,17.03,94,0,4.12,AU,1722710754
500,puerto baquerizo moreno,-0.9,-89.6,24.55,83,40,6.69,EC,1722710754
501,goondiwindi,-28.55,150.3167,7.31,73,0,3.0,AU,1722710755
502,bodaybo,57.8506,114.1933,14.74,94,100,1.14,RU,1722710755
503,jiuquan,39.7432,98.5174,25.18,20,83,1.27,CN,1722710756
504,kakata,6.53,-10.3517,25.49,94,78,2.39,LR,1722710757
505,satsuma,30.8532,-88.0561,36.27,53,100,0.64,US,1722710757
506,yoloten,37.2989,62.3597,29.04,17,0,4.85,TM,1722710758
507,turpan,42.9333,89.1667,36.49,15,11,1.66,CN,1722710758
508,plesetsk,62.708,40.2916,14.79,97,99,1.93,RU,1722710759
509,shemgang,27.2169,90.6579,18.19,97,96,1.37,BT,1722710760
510,tralee,52.2704,-9.7026,16.14,77,40,5.66,IE,1722710547
511,geraldton,-28.7667,114.6,9.23,76,0,1.54,AU,1722710760
512,santa cruz,-17.8,-63.1667,31.7,51,40,12.86,BO,1722710703
513,happy valley-goose bay,53.3168,-60.3315,25.17,57,40,4.12,CA,1722710710
514,princeville,45.7668,-61.2985,29.19,74,75,4.12,CA,1722710762
515,hadgaon,19.5,77.6667,24.37,90,100,5.52,IN,1722710762
516,novodvinsk,64.4165,40.8122,14.86,97,98,2.6,RU,1722710763
517,severnoye,56.3491,78.3619,17.47,99,100,3.4,RU,1722710617
518,kattivakkam,13.2167,80.3167,27.29,99,100,4.24,IN,1722710764
519,khandud,36.9513,72.318,21.16,48,93,2.95,AF,1722710764
520,kiunga,-6.1219,141.2906,22.7,91,100,2.06,PG,1722710660
521,mugia,43.1041,-9.2179,25.65,78,0,5.96,ES,1722710630
522,kimbe,-5.5502,150.1429,24.86,93,100,2.35,PG,1722710766
523,aljezur,37.3191,-8.8033,19.72,80,4,4.89,PT,1722710766
524,taulaga,-11.0553,-171.0883,27.44,69,100,4.32,AS,1722710555
525,usta muhammad,28.1794,68.0445,30.54,67,100,2.85,PK,1722710767
526,aleg,17.0481,-13.9209,35.42,39,100,3.67,MR,1722710768
527,jaleshwar,26.6471,85.8008,26.45,84,69,8.57,NP,1722710769
528,kabala,9.5833,-11.55,22.09,97,99,2.38,SL,1722710769
529,hastings,50.8552,0.5729,19.99,87,100,6.77,GB,1722710770
530,keflavik,64.0049,-22.5624,15.95,58,75,8.75,IS,1722710552
531,kiama,-34.6833,150.8667,8.1,77,28,0.89,AU,1722710770
532,abashiri,44.0213,144.2697,19.8,96,14,4.22,JP,1722710771
533,rundu,-17.9333,19.7667,19.78,20,0,2.51,NA,1722710771
534,udaipur,24.5712,73.6918,23.39,96,86,2.25,IN,1722710772
535,dano,11.15,-3.0667,25.85,78,100,2.56,BF,1722710772
536,san sebastian de la gomera,28.0916,-17.1133,30.21,47,0,2.57,ES,1722710773
537,massawa,15.6097,39.45,32.4,66,100,2.81,ER,1722710773
538,basco,20.4487,121.9702,29.37,80,13,4.97,PH,1722710774
539,tara,56.8944,74.371,16.14,94,100,2.84,RU,1722710774
540,paidha,2.4167,30.9855,17.47,81,74,1.96,UG,1722710775
541,payson,40.0444,-111.7321,33.0,26,0,0.0,US,1722710775
542,nynashamn,58.9034,17.9479,19.53,77,99,1.08,SE,1722710775
543,khanbari,27.3747,87.2039,23.6,89,77,0.21,NP,1722710776
544,bamboo flat,11.7,92.7167,26.05,94,100,1.03,IN,1722710776
545,oranjemund,-28.55,16.4333,13.62,91,52,6.26,NA,1722710777
546,perbaungan,3.5679,98.956,23.06,98,100,2.34,ID,1722710777
547,ad darb,17.7229,42.2526,29.93,69,96,3.56,SA,1722710778
548,wanning,18.8003,110.3967,26.6,90,94,2.87,CN,1722710778
549,igarka,67.4667,86.5833,12.24,97,35,1.33,RU,1722710778
550,peniche,39.3558,-9.3811,22.94,85,0,7.64,PT,1722710779
551,smara,26.7384,-11.6719,38.01,18,98,9.85,EH,1722710779
552,tanguieta,10.6212,1.2665,23.85,91,100,1.62,BJ,1722710780
553,sambava,-14.2667,50.1667,20.72,66,1,5.6,MG,1722710780
554,mikuni,36.2171,136.1519,25.95,84,6,2.43,JP,1722710781
555,sananduva,-27.9497,-51.8067,23.8,65,68,3.06,BR,1722710619
556,olinda,-8.0089,-34.8553,27.85,61,40,8.75,BR,1722710782
557,al khums,32.6486,14.2619,28.76,60,0,4.28,LY,1722710782
558,pontianak,-0.0333,109.3333,24.99,100,100,0.51,ID,1722710782
559,lospalos,-8.5186,127.0025,20.42,92,92,2.65,TL,1722710783
560,gilgit,35.9221,74.3087,27.95,55,22,1.69,PK,1722710783
561,lusambo,-4.9667,23.45,25.0,31,1,0.98,CD,1722710784
562,rabak,13.1809,32.74,26.68,70,100,3.44,SD,1722710784
563,penzance,50.1186,-5.5371,17.38,70,100,5.38,GB,1722710785
564,rikaze,29.25,88.8833,15.05,52,70,1.67,CN,1722710785
565,mil'kovo,55.6078,37.7956,19.22,70,0,2.82,RU,1722710785
566,muisne,0.6,-80.0333,24.44,84,99,5.28,EC,1722710786
567,hami,42.8,93.45,28.95,20,0,5.27,CN,1722710786
568,akureyri,65.6835,-18.0878,14.96,67,75,4.63,IS,1722710787
569,nalhati,24.3,87.8167,27.11,87,100,2.49,IN,1722710787
570,mata-utu,-13.2816,-176.1745,26.53,77,95,5.1,WF,1722710788
